,Unnamed: 0,Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
744,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
2136,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2145,142,143,5.8,2.7,5.1,1.9,Iris-virginica
356,104,105,6.5,3.0,5.8,2.2,Iris-virginica
384,81,82,5.5,2.4,3.7,1.0,Iris-versicolor
2992,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
2529,112,113,6.8,3.0,5.5,2.1,Iris-virginica
3093,80,81,5.5,2.4,3.8,1.1,Iris-versicolor
1384,129,130,7.2,3.0,5.8,1.6,Iris-virginica
3165,2,3,4.7,3.2,1.3,0.2,Iris-setosa
1047,19,20,5.1,3.8,1.5,0.3,Iris-setosa
1757,125,126,7.2,3.2,6.0,1.8,Iris-virginica
2261,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
3013,105,106,7.6,3.0,6.6,2.1,Iris-virginica
871,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
210,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1134,143,144,6.8,3.2,5.9,2.3,Iris-virginica
737,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
2629,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1576,5,6,5.4,3.9,1.7,0.4,Iris-setosa
775,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2759,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
1100,134,135,6.1,2.6,5.6,1.4,Iris-virginica
1653,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1373,39,40,5.1,3.4,1.5,0.2,Iris-setosa
961,31,32,5.4,3.4,1.5,0.4,Iris-setosa
1022,112,113,6.8,3.0,5.5,2.1,Iris-virginica
2761,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
2242,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
2221,65,66,6.7,3.1,4.4,1.4,Iris-versicolor
286,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
595,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1795,16,17,5.4,3.9,1.3,0.4,Iris-setosa
613,82,83,5.8,2.7,3.9,1.2,Iris-versicolor
1173,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2370,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
2901,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
155,133,134,6.3,2.8,5.1,1.5,Iris-virginica
2980,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
609,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
685,29,30,4.7,3.2,1.6,0.2,Iris-setosa
192,29,30,4.7,3.2,1.6,0.2,Iris-setosa
1181,41,42,4.5,2.3,1.3,0.3,Iris-setosa
3104,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
1529,135,136,7.7,3.0,6.1,2.3,Iris-virginica
120,147,148,6.5,3.0,5.2,2.0,Iris-virginica
2928,15,16,5.7,4.4,1.5,0.4,Iris-setosa
1864,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
617,117,118,7.7,3.8,6.7,2.2,Iris-virginica
2736,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2354,8,9,4.4,2.9,1.4,0.2,Iris-setosa
300,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
803,31,32,5.4,3.4,1.5,0.4,Iris-setosa
37,135,136,7.7,3.0,6.1,2.3,Iris-virginica
1229,133,134,6.3,2.8,5.1,1.5,Iris-virginica
2685,103,104,6.3,2.9,5.6,1.8,Iris-virginica
697,107,108,7.3,2.9,6.3,1.8,Iris-virginica
29,37,38,4.9,3.1,1.5,0.1,Iris-setosa
515,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
319,14,15,5.8,4.0,1.2,0.2,Iris-setosa
657,101,102,5.8,2.7,5.1,1.9,Iris-virginica
979,5,6,5.4,3.9,1.7,0.4,Iris-setosa
213,101,102,5.8,2.7,5.1,1.9,Iris-virginica
561,37,38,4.9,3.1,1.5,0.1,Iris-setosa
3063,132,133,6.4,2.8,5.6,2.2,Iris-virginica
1306,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
1384,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1591,149,150,5.9,3.0,5.1,1.8,Iris-virginica
1885,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
2268,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2093,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
306,125,126,7.2,3.2,6.0,1.8,Iris-virginica
1160,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
873,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2032,142,143,5.8,2.7,5.1,1.9,Iris-virginica
1557,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1669,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1559,5,6,5.4,3.9,1.7,0.4,Iris-setosa
500,112,113,6.8,3.0,5.5,2.1,Iris-virginica
704,46,47,5.1,3.8,1.6,0.2,Iris-setosa
75,79,80,5.7,2.6,3.5,1.0,Iris-versicolor
437,143,144,6.8,3.2,5.9,2.3,Iris-virginica
625,46,47,5.1,3.8,1.6,0.2,Iris-setosa
1860,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2985,10,11,5.4,3.7,1.5,0.2,Iris-setosa
675,142,143,5.8,2.7,5.1,1.9,Iris-virginica
388,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2983,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2724,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2044,131,132,7.9,3.8,6.4,2.0,Iris-virginica
411,116,117,6.5,3.0,5.5,1.8,Iris-virginica
2410,100,101,6.3,3.3,6.0,2.5,Iris-virginica
1013,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1012,36,37,5.5,3.5,1.3,0.2,Iris-setosa
1152,18,19,5.7,3.8,1.7,0.3,Iris-setosa
2562,45,46,4.8,3.0,1.4,0.3,Iris-setosa
114,40,41,5.0,3.5,1.3,0.3,Iris-setosa
2317,23,24,5.1,3.3,1.7,0.5,Iris-setosa
1572,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
3043,112,113,6.8,3.0,5.5,2.1,Iris-virginica
651,103,104,6.3,2.9,5.6,1.8,Iris-virginica
2594,25,26,5.0,3.0,1.6,0.2,Iris-setosa
2148,38,39,4.4,3.0,1.3,0.2,Iris-setosa
608,142,143,5.8,2.7,5.1,1.9,Iris-virginica
2628,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
330,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
467,148,149,6.2,3.4,5.4,2.3,Iris-virginica
1700,43,44,5.0,3.5,1.6,0.6,Iris-setosa
785,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
2665,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
948,106,107,4.9,2.5,4.5,1.7,Iris-virginica
2624,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
1597,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
1123,123,124,6.3,2.7,4.9,1.8,Iris-virginica
1401,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2523,133,134,6.3,2.8,5.1,1.5,Iris-virginica
1687,129,130,7.2,3.0,5.8,1.6,Iris-virginica
1159,1,2,4.9,3.0,1.4,0.2,Iris-setosa
2726,45,46,4.8,3.0,1.4,0.3,Iris-setosa
2019,121,122,5.6,2.8,4.9,2.0,Iris-virginica
3165,2,3,4.7,3.2,1.3,0.2,Iris-setosa
354,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
367,143,144,6.8,3.2,5.9,2.3,Iris-virginica
742,14,15,5.8,4.0,1.2,0.2,Iris-setosa
91,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
1250,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1982,116,117,6.5,3.0,5.5,1.8,Iris-virginica
2391,143,144,6.8,3.2,5.9,2.3,Iris-virginica
35,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
2026,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2748,118,119,7.7,2.6,6.9,2.3,Iris-virginica
778,48,49,5.3,3.7,1.5,0.2,Iris-setosa
2300,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
804,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
1236,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2660,25,26,5.0,3.0,1.6,0.2,Iris-setosa
22,141,142,6.9,3.1,5.1,2.3,Iris-virginica
1904,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
1121,146,147,6.3,2.5,5.0,1.9,Iris-virginica
31,1,2,4.9,3.0,1.4,0.2,Iris-setosa
3037,119,120,6.0,2.2,5.0,1.5,Iris-virginica
2928,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2488,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2783,146,147,6.3,2.5,5.0,1.9,Iris-virginica
565,124,125,6.7,3.3,5.7,2.1,Iris-virginica
289,43,44,5.0,3.5,1.6,0.6,Iris-setosa
299,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
1317,126,127,6.2,2.8,4.8,1.8,Iris-virginica
1506,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
1826,18,19,5.7,3.8,1.7,0.3,Iris-setosa
2316,110,111,6.5,3.2,5.1,2.0,Iris-virginica
2771,35,36,5.0,3.2,1.2,0.2,Iris-setosa
366,44,45,5.1,3.8,1.9,0.4,Iris-setosa
3128,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
1050,136,137,6.3,3.4,5.6,2.4,Iris-virginica
893,8,9,4.4,2.9,1.4,0.2,Iris-setosa
2483,136,137,6.3,3.4,5.6,2.4,Iris-virginica
337,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
508,22,23,4.6,3.6,1.0,0.2,Iris-setosa
3060,32,33,5.2,4.1,1.5,0.1,Iris-setosa
722,134,135,6.1,2.6,5.6,1.4,Iris-virginica
2004,123,124,6.3,2.7,4.9,1.8,Iris-virginica
3054,88,89,5.6,3.0,4.1,1.3,Iris-versicolor
1028,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
3006,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
396,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
550,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1642,28,29,5.2,3.4,1.4,0.2,Iris-setosa
2134,68,69,6.2,2.2,4.5,1.5,Iris-versicolor
2123,144,145,6.7,3.3,5.7,2.5,Iris-virginica
2208,12,13,4.8,3.0,1.4,0.1,Iris-setosa
1136,106,107,4.9,2.5,4.5,1.7,Iris-virginica
1875,139,140,6.9,3.1,5.4,2.1,Iris-virginica
1642,28,29,5.2,3.4,1.4,0.2,Iris-setosa
3108,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1649,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
1148,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
1844,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
201,128,129,6.4,2.8,5.6,2.1,Iris-virginica
1905,101,102,5.8,2.7,5.1,1.9,Iris-virginica
865,124,125,6.7,3.3,5.7,2.1,Iris-virginica
2586,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
353,7,8,5.0,3.4,1.5,0.2,Iris-setosa
465,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
1210,126,127,6.2,2.8,4.8,1.8,Iris-virginica
1246,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
1235,125,126,7.2,3.2,6.0,1.8,Iris-virginica
349,148,149,6.2,3.4,5.4,2.3,Iris-virginica
129,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
338,73,74,6.1,2.8,4.7,1.2,Iris-versicolor
2911,15,16,5.7,4.4,1.5,0.4,Iris-setosa
2069,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
3079,29,30,4.7,3.2,1.6,0.2,Iris-setosa
843,28,29,5.2,3.4,1.4,0.2,Iris-setosa
1374,128,129,6.4,2.8,5.6,2.1,Iris-virginica
1832,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
1036,42,43,4.4,3.2,1.3,0.2,Iris-setosa
538,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
155,133,134,6.3,2.8,5.1,1.5,Iris-virginica
263,19,20,5.1,3.8,1.5,0.3,Iris-setosa
2703,130,131,7.4,2.8,6.1,1.9,Iris-virginica
689,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2175,122,123,7.7,2.8,6.7,2.0,Iris-virginica
191,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
686,136,137,6.3,3.4,5.6,2.4,Iris-virginica
620,14,15,5.8,4.0,1.2,0.2,Iris-setosa
236,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
341,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1731,46,47,5.1,3.8,1.6,0.2,Iris-setosa
2978,43,44,5.0,3.5,1.6,0.6,Iris-setosa
669,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
55,33,34,5.5,4.2,1.4,0.2,Iris-setosa
896,11,12,4.8,3.4,1.6,0.2,Iris-setosa
2518,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
377,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
1642,28,29,5.2,3.4,1.4,0.2,Iris-setosa
1901,36,37,5.5,3.5,1.3,0.2,Iris-setosa
981,9,10,4.9,3.1,1.5,0.1,Iris-setosa
274,39,40,5.1,3.4,1.5,0.2,Iris-setosa
346,31,32,5.4,3.4,1.5,0.4,Iris-setosa
1024,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
789,67,68,5.8,2.7,4.1,1.0,Iris-versicolor
689,31,32,5.4,3.4,1.5,0.4,Iris-setosa
759,130,131,7.4,2.8,6.1,1.9,Iris-virginica
2192,131,132,7.9,3.8,6.4,2.0,Iris-virginica
784,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1507,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
2380,28,29,5.2,3.4,1.4,0.2,Iris-setosa
944,145,146,6.7,3.0,5.2,2.3,Iris-virginica
2578,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2307,40,41,5.0,3.5,1.3,0.3,Iris-setosa
1833,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1955,138,139,6.0,3.0,4.8,1.8,Iris-virginica
3130,48,49,5.3,3.7,1.5,0.2,Iris-setosa
2545,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2568,137,138,6.4,3.1,5.5,1.8,Iris-virginica
445,9,10,4.9,3.1,1.5,0.1,Iris-setosa
1520,123,124,6.3,2.7,4.9,1.8,Iris-virginica
1414,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
1797,110,111,6.5,3.2,5.1,2.0,Iris-virginica
3098,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
2955,41,42,4.5,2.3,1.3,0.3,Iris-setosa
2447,27,28,5.2,3.5,1.5,0.2,Iris-setosa
51,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2888,11,12,4.8,3.4,1.6,0.2,Iris-setosa
2148,38,39,4.4,3.0,1.3,0.2,Iris-setosa
1120,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2471,126,127,6.2,2.8,4.8,1.8,Iris-virginica
3178,27,28,5.2,3.5,1.5,0.2,Iris-setosa
249,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
1797,110,111,6.5,3.2,5.1,2.0,Iris-virginica
3103,32,33,5.2,4.1,1.5,0.1,Iris-setosa
1619,60,61,5.0,2.0,3.5,1.0,Iris-versicolor
386,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
571,23,24,5.1,3.3,1.7,0.5,Iris-setosa
548,143,144,6.8,3.2,5.9,2.3,Iris-virginica
2601,72,73,6.3,2.5,4.9,1.5,Iris-versicolor
221,100,101,6.3,3.3,6.0,2.5,Iris-virginica
2942,27,28,5.2,3.5,1.5,0.2,Iris-setosa
2940,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
614,129,130,7.2,3.0,5.8,1.6,Iris-virginica
2968,46,47,5.1,3.8,1.6,0.2,Iris-setosa
1013,96,97,5.7,2.9,4.2,1.3,Iris-versicolor
1189,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2297,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
618,122,123,7.7,2.8,6.7,2.0,Iris-virginica
1961,22,23,4.6,3.6,1.0,0.2,Iris-setosa
1498,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2418,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
1228,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
1798,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
1823,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
2424,138,139,6.0,3.0,4.8,1.8,Iris-virginica
798,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
481,31,32,5.4,3.4,1.5,0.4,Iris-setosa
2378,24,25,4.8,3.4,1.9,0.2,Iris-setosa
3052,61,62,5.9,3.0,4.2,1.5,Iris-versicolor
2359,29,30,4.7,3.2,1.6,0.2,Iris-setosa
916,115,116,6.4,3.2,5.3,2.3,Iris-virginica
1505,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
3148,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
272,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
1051,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2761,85,86,6.0,3.4,4.5,1.6,Iris-versicolor
2796,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
429,115,116,6.4,3.2,5.3,2.3,Iris-virginica
2152,62,63,6.0,2.2,4.0,1.0,Iris-versicolor
3060,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2700,103,104,6.3,2.9,5.6,1.8,Iris-virginica
813,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
841,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2232,120,121,6.9,3.2,5.7,2.3,Iris-virginica
1876,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
550,127,128,6.1,3.0,4.9,1.8,Iris-virginica
875,121,122,5.6,2.8,4.9,2.0,Iris-virginica
1832,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2330,24,25,4.8,3.4,1.9,0.2,Iris-setosa
1763,29,30,4.7,3.2,1.6,0.2,Iris-setosa
2431,28,29,5.2,3.4,1.4,0.2,Iris-setosa
744,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
2031,141,142,6.9,3.1,5.1,2.3,Iris-virginica
607,108,109,6.7,2.5,5.8,1.8,Iris-virginica
626,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1532,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
811,95,96,5.7,3.0,4.2,1.2,Iris-versicolor
3133,133,134,6.3,2.8,5.1,1.5,Iris-virginica
172,44,45,5.1,3.8,1.9,0.4,Iris-setosa
1499,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
164,148,149,6.2,3.4,5.4,2.3,Iris-virginica
2789,59,60,5.2,2.7,3.9,1.4,Iris-versicolor
2349,17,18,5.1,3.5,1.4,0.3,Iris-setosa
3126,135,136,7.7,3.0,6.1,2.3,Iris-virginica
1957,124,125,6.7,3.3,5.7,2.1,Iris-virginica
2818,124,125,6.7,3.3,5.7,2.1,Iris-virginica
2021,16,17,5.4,3.9,1.3,0.4,Iris-setosa
1019,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
935,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1578,116,117,6.5,3.0,5.5,1.8,Iris-virginica
674,55,56,5.7,2.8,4.5,1.3,Iris-versicolor
487,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
2298,118,119,7.7,2.6,6.9,2.3,Iris-virginica
2043,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
2550,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
509,126,127,6.2,2.8,4.8,1.8,Iris-virginica
2468,48,49,5.3,3.7,1.5,0.2,Iris-setosa
137,64,65,5.6,2.9,3.6,1.3,Iris-versicolor
188,122,123,7.7,2.8,6.7,2.0,Iris-virginica
554,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1404,108,109,6.7,2.5,5.8,1.8,Iris-virginica
731,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2216,47,48,4.6,3.2,1.4,0.2,Iris-setosa
3033,75,76,6.6,3.0,4.4,1.4,Iris-versicolor
312,90,91,5.5,2.6,4.4,1.2,Iris-versicolor
2441,17,18,5.1,3.5,1.4,0.3,Iris-setosa
2950,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
90,86,87,6.7,3.1,4.7,1.5,Iris-versicolor
2354,8,9,4.4,2.9,1.4,0.2,Iris-setosa
952,17,18,5.1,3.5,1.4,0.3,Iris-setosa
3028,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2809,91,92,6.1,3.0,4.6,1.4,Iris-versicolor
2552,138,139,6.0,3.0,4.8,1.8,Iris-virginica
2665,70,71,5.9,3.2,4.8,1.8,Iris-versicolor
1556,4,5,5.0,3.6,1.4,0.2,Iris-setosa
946,43,44,5.0,3.5,1.6,0.6,Iris-setosa
1220,89,90,5.5,2.5,4.0,1.3,Iris-versicolor
1143,41,42,4.5,2.3,1.3,0.3,Iris-setosa
2442,22,23,4.6,3.6,1.0,0.2,Iris-setosa
508,22,23,4.6,3.6,1.0,0.2,Iris-setosa
1458,92,93,5.8,2.6,4.0,1.2,Iris-versicolor
855,84,85,5.4,3.0,4.5,1.5,Iris-versicolor
1958,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2983,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
3038,98,99,5.1,2.5,3.0,1.1,Iris-versicolor
2175,122,123,7.7,2.8,6.7,2.0,Iris-virginica
1111,110,111,6.5,3.2,5.1,2.0,Iris-virginica
8,14,15,5.8,4.0,1.2,0.2,Iris-setosa
2661,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2147,50,51,7.0,3.2,4.7,1.4,Iris-versicolor
2626,117,118,7.7,3.8,6.7,2.2,Iris-virginica
361,49,50,5.0,3.3,1.4,0.2,Iris-setosa
920,41,42,4.5,2.3,1.3,0.3,Iris-setosa
1701,137,138,6.4,3.1,5.5,1.8,Iris-virginica
2938,22,23,4.6,3.6,1.0,0.2,Iris-setosa
1325,139,140,6.9,3.1,5.4,2.1,Iris-virginica
1008,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
2264,43,44,5.0,3.5,1.6,0.6,Iris-setosa
2132,3,4,4.6,3.1,1.5,0.2,Iris-setosa
2510,93,94,5.0,2.3,3.3,1.0,Iris-versicolor
2803,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1602,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
3100,125,126,7.2,3.2,6.0,1.8,Iris-virginica
1881,145,146,6.7,3.0,5.2,2.3,Iris-virginica
448,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
755,130,131,7.4,2.8,6.1,1.9,Iris-virginica
326,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
3087,114,115,5.8,2.8,5.1,2.4,Iris-virginica
2080,13,14,4.3,3.0,1.1,0.1,Iris-setosa
226,24,25,4.8,3.4,1.9,0.2,Iris-setosa
2606,108,109,6.7,2.5,5.8,1.8,Iris-virginica
2008,56,57,6.3,3.3,4.7,1.6,Iris-versicolor
1613,63,64,6.1,2.9,4.7,1.4,Iris-versicolor
2906,10,11,5.4,3.7,1.5,0.2,Iris-setosa
597,29,30,4.7,3.2,1.6,0.2,Iris-setosa
1838,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2452,58,59,6.6,2.9,4.6,1.3,Iris-versicolor
1347,47,48,4.6,3.2,1.4,0.2,Iris-setosa
1071,27,28,5.2,3.5,1.5,0.2,Iris-setosa
1480,103,104,6.3,2.9,5.6,1.8,Iris-virginica
1439,30,31,4.8,3.1,1.6,0.2,Iris-setosa
1354,33,34,5.5,4.2,1.4,0.2,Iris-setosa
1985,15,16,5.7,4.4,1.5,0.4,Iris-setosa
1298,51,52,6.4,3.2,4.5,1.5,Iris-versicolor
771,127,128,6.1,3.0,4.9,1.8,Iris-virginica
2730,77,78,6.7,3.0,5.0,1.7,Iris-versicolor
2106,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
233,94,95,5.6,2.7,4.2,1.3,Iris-versicolor
2962,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1208,57,58,4.9,2.4,3.3,1.0,Iris-versicolor
2708,123,124,6.3,2.7,4.9,1.8,Iris-virginica
476,33,34,5.5,4.2,1.4,0.2,Iris-setosa
2422,9,10,4.9,3.1,1.5,0.1,Iris-setosa
549,54,55,6.5,2.8,4.6,1.5,Iris-versicolor
2670,146,147,6.3,2.5,5.0,1.9,Iris-virginica
2628,78,79,6.0,2.9,4.5,1.5,Iris-versicolor
1474,11,12,4.8,3.4,1.6,0.2,Iris-setosa
547,17,18,5.1,3.5,1.4,0.3,Iris-setosa
799,25,26,5.0,3.0,1.6,0.2,Iris-setosa
154,100,101,6.3,3.3,6.0,2.5,Iris-virginica
1661,74,75,6.4,2.9,4.3,1.3,Iris-versicolor
2850,71,72,6.1,2.8,4.0,1.3,Iris-versicolor
1815,135,136,7.7,3.0,6.1,2.3,Iris-virginica
98,122,123,7.7,2.8,6.7,2.0,Iris-virginica
2546,146,147,6.3,2.5,5.0,1.9,Iris-virginica
1330,7,8,5.0,3.4,1.5,0.2,Iris-setosa
92,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1317,126,127,6.2,2.8,4.8,1.8,Iris-virginica
1525,22,23,4.6,3.6,1.0,0.2,Iris-setosa
2314,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2799,22,23,4.6,3.6,1.0,0.2,Iris-setosa
960,127,128,6.1,3.0,4.9,1.8,Iris-virginica
1437,114,115,5.8,2.8,5.1,2.4,Iris-virginica
2067,42,43,4.4,3.2,1.3,0.2,Iris-setosa
2905,99,100,5.7,2.8,4.1,1.3,Iris-versicolor
2294,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
784,66,67,5.6,3.0,4.5,1.5,Iris-versicolor
1321,119,120,6.0,2.2,5.0,1.5,Iris-virginica
865,124,125,6.7,3.3,5.7,2.1,Iris-virginica
959,23,24,5.1,3.3,1.7,0.5,Iris-setosa
1723,69,70,5.6,2.5,3.9,1.1,Iris-versicolor
61,97,98,6.2,2.9,4.3,1.3,Iris-versicolor
988,38,39,4.4,3.0,1.3,0.2,Iris-setosa
2587,105,106,7.6,3.0,6.6,2.1,Iris-virginica
3152,22,23,4.6,3.6,1.0,0.2,Iris-setosa
1296,87,88,6.3,2.3,4.4,1.3,Iris-versicolor
2466,141,142,6.9,3.1,5.1,2.3,Iris-virginica
1320,53,54,5.5,2.3,4.0,1.3,Iris-versicolor
2752,83,84,6.0,2.7,5.1,1.6,Iris-versicolor
1411,102,103,7.1,3.0,5.9,2.1,Iris-virginica
227,131,132,7.9,3.8,6.4,2.0,Iris-virginica
175,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
2742,11,12,4.8,3.4,1.6,0.2,Iris-setosa
2350,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2906,10,11,5.4,3.7,1.5,0.2,Iris-setosa
2958,110,111,6.5,3.2,5.1,2.0,Iris-virginica
1490,13,14,4.3,3.0,1.1,0.1,Iris-setosa
276,32,33,5.2,4.1,1.5,0.1,Iris-setosa
2116,76,77,6.8,2.8,4.8,1.4,Iris-versicolor
863,105,106,7.6,3.0,6.6,2.1,Iris-virginica
2358,19,20,5.1,3.8,1.5,0.3,Iris-setosa
2426,28,29,5.2,3.4,1.4,0.2,Iris-setosa
